,CONTROLNUM_0,CONTROLNUM_2,CONTROLNUM_3,Fam_support,Q513R,Q515R,Q702R_1,Q702R_3,ageyr10_1,earlymarriage_1,edpart_3,mcv1006,mcv1006a,mcv1006b,mcv1008,mcv1009,men_alcohol_all,sumdiffage_1
1067,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
393,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0
817,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
237,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
546,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
136,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
865,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1011,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
394,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
493,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
952,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
671,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
648,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
924,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
606,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1130,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
823,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0
391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
824,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
288,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
495,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1233,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1022,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
842,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
475,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
670,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
243,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
771,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1235,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
229,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0
598,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0
934,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1
256,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1173,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1223,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0
1279,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
628,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
607,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1026,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
103,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
293,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
838,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0
1351,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1105,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
483,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
477,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
111,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
349,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1288,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
55,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
312,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1019,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
555,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
930,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
574,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
562,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
926,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
593,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0
1221,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
41,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1096,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
454,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
886,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
116,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1117,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
754,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
263,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
531,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1373,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1098,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
451,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1374,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
372,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0
623,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0
752,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1217,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
705,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
827,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1216,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
47,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
95,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
276,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1056,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
529,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
128,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0
252,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1137,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
905,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
834,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1187,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
687,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1169,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0
9,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1061,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
604,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0
31,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1201,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
110,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
968,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
23,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
672,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
248,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
805,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
321,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1159,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
825,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
86,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
157,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
398,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0
74,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1228,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
1255,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
690,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
520,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1036,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1264,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1296,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
815,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
591,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1381,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
575,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
142,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
603,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1027,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
542,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
786,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
807,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
482,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0
1372,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
362,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1268,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1
558,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
65,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1256,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1028,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
513,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1340,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
331,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1385,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
97,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0
864,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
645,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
422,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
1115,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1210,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0
682,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
829,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
992,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
867,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0
334,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1090,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
577,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
346,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
957,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
703,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1390,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1068,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1048,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1128,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1113,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1080,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0
379,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
944,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
769,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
694,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
572,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
809,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
901,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
383,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1333,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
183,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
669,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
502,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0
1037,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1234,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
168,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
275,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
626,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0
803,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1322,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1338,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
821,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
118,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
85,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1275,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
152,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1
420,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
174,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1134,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
552,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
5,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
457,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
196,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
1386,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
631,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
365,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
1075,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
467,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1149,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1388,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
80,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1226,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
68,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
178,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
983,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
1143,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0
381,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
561,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
390,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
676,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2161,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0
1825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2118,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1885,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2143,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1770,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1572,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1536,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1577,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1616,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1594,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2358,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2044,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2098,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2232,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2066,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0
1829,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2131,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2127,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
2003,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
1989,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1775,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2349,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0
2073,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1808,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1904,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2009,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2299,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
1906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2328,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1737,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2269,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
1958,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2089,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1620,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1442,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2237,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0
1973,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1705,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2258,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1897,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1913,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1444,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
2322,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2063,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
2154,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0
1703,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2261,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1849,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1676,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2024,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2267,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2364,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1610,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2090,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1878,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1729,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
1489,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2347,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
1896,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1780,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1408,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2160,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1399,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0
2296,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2305,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1410,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2217,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2246,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2175,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1987,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1558,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
2286,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2046,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
1934,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1845,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1888,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1724,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
2185,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
