,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
3399,1,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,4,3,0,0
2600,1,1,0,0,1,1,0,0,0,0,9,0,0,1,1,1,1,4,1,3,1,1,1,2,9,0,3,3,1,0
3125,3,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,1,3,0,1,1,4,0,1,1,4,0,1
3038,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,3,1,1,1,1,0,1,4,2,0,0
3442,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,4,1,3,1,1,1,4,0,1,5,5,1,1
2612,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,3,0,1,1,4,0,0,1,4,0,0
3529,1,1,1,0,1,0,0,0,1,0,9,1,1,1,1,1,1,2,2,3,1,1,1,2,9,0,3,2,0,0
3276,0,2,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,3,2,3,1,1,1,1,0,0,3,4,1,0
3367,3,2,0,1,0,0,1,1,0,1,0,0,0,2,1,1,1,4,2,3,1,1,1,1,0,0,3,3,0,0
3054,3,3,1,0,0,0,0,0,0,1,9,0,0,1,1,1,1,4,2,3,1,1,0,4,9,0,1,4,0,0
2807,1,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,4,0,1,5,5,1,1
2515,3,2,1,0,1,0,1,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,3,9,1,5,1,0,0
3161,2,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,1,4,4,0,0
2744,2,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,3,1,1,1,4,9,0,2,2,0,0
2759,1,2,1,0,0,1,1,0,0,1,9,0,0,1,1,1,1,1,2,3,1,1,1,2,9,1,4,4,0,1
3230,0,2,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,4,4,0,0
2511,3,1,0,0,0,0,1,1,0,0,9,0,0,2,1,1,1,3,2,3,1,1,0,3,9,0,2,1,0,0
2889,2,1,1,0,1,0,1,0,1,0,9,1,0,1,1,1,1,2,2,3,1,0,1,2,9,0,4,2,0,0
3082,3,1,1,0,0,0,0,0,0,0,9,1,1,1,0,0,0,1,1,3,0,1,1,4,9,0,5,2,0,0
2579,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,3,2,3,1,1,1,1,0,1,1,4,0,1
3710,3,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,1,3,1,1,0,4,0,0,1,5,0,0
3243,2,1,0,0,1,0,0,1,0,1,9,1,0,2,1,1,1,1,2,3,1,1,1,2,9,0,4,2,0,0
2793,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,1,0,4,0,0,5,5,0,0
2752,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,4,2,0,0
3300,3,3,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,2,1,3,0,1,1,1,0,1,1,5,0,1
3507,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,2,3,0,0
2766,2,1,0,0,1,0,0,0,1,0,9,0,0,1,1,0,0,3,1,3,1,1,1,2,9,0,2,4,0,0
3663,0,2,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,2,2,3,1,0,0,1,0,1,3,5,0,0
2630,3,2,1,1,0,0,0,1,1,0,1,1,1,2,1,1,1,3,1,3,1,0,0,4,1,0,5,4,0,0
3473,3,2,1,0,0,0,1,0,0,0,9,1,0,1,1,1,1,1,3,3,1,1,1,3,9,0,2,4,0,0
3603,3,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,2,3,1,1,1,1,0,1,3,5,1,0
2481,3,1,0,0,1,1,1,0,0,0,9,1,0,2,1,1,1,4,2,3,1,1,1,3,9,1,5,2,0,0
2384,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,2,2,3,1,1,1,3,9,1,3,1,1,0
2938,3,2,0,1,0,0,0,0,0,0,9,0,0,2,1,1,1,4,2,3,1,1,1,2,9,0,3,3,0,0
3741,3,1,0,1,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,5,3,0,0
3053,2,1,1,0,1,0,1,0,1,1,0,0,1,2,1,1,1,2,2,3,1,1,1,4,0,1,2,2,0,0
3215,3,3,0,0,0,0,0,0,0,0,9,0,0,1,1,1,1,1,1,3,1,1,1,2,9,1,3,3,1,0
2931,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,1,1,1,0,0,3,3,1,0
3764,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,0,1,0,0,3,2,0,0
3747,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,1,3,5,0,0
2769,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,3,3,1,0,0,4,9,0,1,5,0,0
2506,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,0,3,9,1,2,1,0,0
2684,1,1,0,0,0,0,0,0,0,1,9,1,0,2,1,1,1,2,2,3,1,1,1,2,9,0,1,4,0,1
2966,3,1,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,4,1,3,0,1,1,2,9,0,3,2,0,0
3350,3,2,1,0,0,0,0,0,0,0,9,1,1,1,1,1,1,4,1,3,1,1,1,4,9,1,1,5,0,1
3042,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,0,0,4,1,3,1,1,1,2,9,0,4,5,1,0
2929,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,3,2,3,1,1,1,1,0,0,3,3,0,1
2813,1,2,0,0,0,0,0,1,1,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,4,5,0,0
2750,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,3,1,1,1,1,0,1,3,3,0,0
2414,1,1,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,3,9,0,5,1,0,0
3323,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,1,1,1,1,0,0,4,5,0,0
3194,1,3,0,0,0,0,0,0,0,1,0,1,0,3,1,1,1,3,3,3,1,0,1,1,0,0,4,3,0,0
3135,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,3,1,1,1,1,0,0,3,5,1,0
3562,2,3,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,4,2,3,1,1,1,1,0,1,4,3,0,0
3333,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,1,0,0
3665,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,0,1,0,0,3,2,0,0
2468,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,3,3,1,1,1,3,9,0,2,3,0,0
3250,3,1,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,3,2,3,1,1,1,1,0,1,4,3,0,0
3289,3,2,0,1,0,0,1,0,0,1,9,1,0,1,1,1,0,2,2,3,0,1,1,2,9,0,3,1,0,0
2637,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,3,1,1,1,1,1,1,5,4,0,0
3353,1,3,1,0,0,0,0,0,0,0,9,1,1,1,1,1,1,2,2,3,1,0,1,2,9,0,2,3,0,0
2539,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,3,3,1,0,1,3,9,0,2,2,0,0
3773,2,2,0,0,1,0,0,1,1,1,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,4,3,0,0
3413,0,2,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,3,3,1,1,1,2,9,0,4,2,0,0
3182,2,2,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,4,9,0,5,4,0,0
2785,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,3,1,1,1,1,0,0,3,2,0,0
3117,2,2,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,2,3,1,0,1,1,0,1,2,2,0,0
3586,0,3,1,0,1,0,1,0,0,0,9,0,0,1,1,1,1,2,1,3,1,1,1,2,9,1,2,5,0,0
3212,2,2,0,1,1,0,0,1,0,1,1,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,3,4,0,0
2682,3,3,1,0,0,1,0,0,1,0,9,1,0,2,0,1,0,4,1,3,1,1,0,4,9,0,1,4,0,0
3308,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,3,2,3,1,0,0,1,0,1,4,4,0,0
2367,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,3,3,1,1,0,4,0,0,2,5,0,0
2455,0,1,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,1,4,9,0,5,1,0,0
2787,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,0,0,1,0,0,3,3,0,0
2646,3,3,0,0,0,0,1,1,0,1,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,3,1,0,0
2723,2,1,1,1,0,0,0,0,1,0,9,1,1,1,1,1,1,4,1,3,1,1,0,4,9,0,2,3,0,0
3362,3,3,0,1,1,0,1,0,0,0,9,0,0,2,1,1,1,2,2,3,1,1,1,2,9,1,2,3,0,0
2888,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,3,1,1,0,1,1,1,5,5,1,1
2951,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,3,1,0,0,1,0,0,3,5,0,0
3203,1,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1,1,2,1,3,1,0,1,1,0,0,4,4,0,0
2968,1,1,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,1,4,4,0,0
3527,0,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,3,2,3,1,0,1,4,9,0,2,5,0,0
3563,2,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,1,1,2,9,0,4,3,0,0
2514,3,3,0,1,0,0,0,0,1,0,9,0,0,2,0,1,0,2,2,3,1,1,1,4,9,0,5,1,0,0
2473,3,2,0,1,0,0,0,0,0,0,9,1,0,3,1,1,1,2,1,3,1,0,1,3,9,1,5,1,1,1
2430,3,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,3,9,1,1,1,1,1
2943,1,2,0,0,1,0,0,0,0,0,9,0,0,2,1,1,1,3,2,3,1,1,1,2,9,0,4,4,0,0
3711,3,2,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,1,2,3,1,1,0,2,9,0,3,3,0,0
2836,2,2,1,0,0,0,0,0,0,0,9,0,1,1,1,1,1,2,1,3,1,1,1,2,9,0,3,3,0,1
3095,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,2,3,0,1,1,1,0,0,4,3,1,0
3456,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,3,1,0,1,1,0,0,2,5,0,0
2604,1,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,4,2,3,1,1,1,1,0,0,4,3,0,0
2565,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,3,3,0,0
3181,3,1,0,0,0,0,1,1,0,0,9,0,0,1,1,1,1,2,2,3,1,1,1,2,9,1,3,4,0,0
2592,3,1,0,0,0,1,1,1,0,1,0,1,0,2,0,1,1,3,2,3,1,1,1,1,1,1,4,2,0,0
2611,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,4,0,0
3642,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,1,0,0
3465,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,3,0,0,2,3,0,0
3470,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,3,1,1,1,1,0,0,1,2,1,0
3328,3,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,3,3,1,1,1,2,9,0,3,2,1,0
3285,0,2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,1,3,1,1,1,1,0,0,1,5,0,1
2678,3,3,0,0,0,1,1,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,3,9,0,1,2,0,0
2957,1,1,1,0,0,0,0,0,0,0,9,1,1,1,1,1,1,4,1,3,1,1,1,2,9,0,2,3,1,1
2661,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,3,1,1,1,1,0,0,3,3,0,0
3216,0,1,0,1,0,0,1,0,0,0,0,1,0,2,1,1,1,2,2,3,1,0,0,1,0,0,1,5,0,0
3275,3,3,1,1,1,1,1,0,1,0,1,0,0,2,0,0,0,3,2,3,0,1,0,1,1,0,4,2,0,0
2425,1,1,1,0,1,0,0,0,0,0,9,1,1,2,1,1,1,4,2,3,1,1,1,3,9,0,1,1,1,0
3549,1,1,1,0,0,0,0,0,0,0,9,0,0,3,0,1,1,4,2,3,0,0,0,2,9,0,2,5,0,0
2699,2,3,0,0,1,0,0,0,0,0,9,1,0,1,1,1,1,1,2,3,1,1,1,2,9,1,3,4,0,0
3523,0,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,4,3,3,1,1,0,3,9,0,2,5,0,0
3130,3,2,0,0,0,0,0,1,1,0,9,1,0,2,1,1,1,4,1,3,1,1,1,2,9,0,3,1,0,0
2934,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,0,2,9,0,3,1,0,0
3444,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,1,3,1,1,1,1,0,1,4,3,1,0
3138,3,1,0,0,0,1,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,3,4,0,1
3366,1,2,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,3,3,1,0,0,1,0,0,4,4,0,0
3462,2,2,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,4,9,0,5,1,0,0
2672,2,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,2,1,3,1,1,1,2,9,0,3,5,0,0
3075,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,3,1,0,1,1,0,0,4,4,0,0
2923,2,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,3,3,1,0,0,1,0,0,4,3,0,0
3656,0,3,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,4,0,0
3727,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,3,1,1,1,1,1,1,5,2,0,0
3572,0,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,1,4,1,3,1,1,1,1,0,0,3,4,0,0
3516,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,2,3,0,1,0,1,0,0,4,3,0,0
2805,3,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,3,2,3,1,1,1,2,9,0,3,2,0,0
2658,3,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,2,3,0,1,0,1,0,0,3,4,0,0
2853,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,4,1,3,1,1,1,1,0,0,4,2,0,0
2942,1,1,0,0,1,0,0,0,1,0,0,1,0,3,1,1,1,3,3,3,1,0,1,1,0,0,5,2,0,0
3324,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,3,2,0,0
3131,1,3,0,0,0,0,1,0,0,0,9,0,0,1,1,1,1,4,3,3,1,0,0,3,9,0,5,2,1,0
3084,2,1,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,4,2,0,0
2847,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,3,1,1,1,1,0,0,4,3,0,1
3411,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,3,3,1,1,1,2,9,0,4,2,0,0
3274,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,0,0,1,0,0,3,2,0,0
2518,2,2,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,2,2,3,0,1,1,4,9,1,5,1,0,0
2809,1,1,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,1,2,3,1,1,0,2,9,1,4,5,0,0
2583,1,2,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,3,3,3,1,1,1,1,0,0,4,2,0,0
2797,1,2,0,1,0,0,0,0,1,0,9,0,0,1,1,1,1,3,2,3,1,1,0,2,9,0,3,5,1,0
2799,1,2,1,0,1,0,0,0,0,0,9,1,1,2,1,1,1,4,2,3,1,1,1,2,9,1,2,4,0,0
3392,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,2,9,0,4,2,0,0
2701,1,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,3,1,0,0,1,0,0,1,2,0,0
3721,3,3,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,3,3,3,1,1,1,3,9,0,2,3,0,0
2810,0,1,0,0,0,0,0,0,0,0,9,0,0,2,0,1,1,4,2,3,1,0,1,2,9,0,4,2,0,0
2526,3,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,4,2,3,1,1,0,3,9,0,2,3,0,1
3767,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,3,2,3,1,1,1,4,0,1,1,3,1,0
3614,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,1,3,1,1,1,1,0,0,3,3,0,0
3395,0,2,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,3,2,3,1,0,0,2,9,1,1,5,0,0
2834,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,4,3,0,0
2649,1,1,1,0,0,0,0,0,0,0,9,1,1,3,1,1,1,4,2,3,1,1,1,2,9,0,4,2,0,0
2575,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,2,3,0,1,1,1,1,1,4,4,0,0
2392,1,2,0,0,0,1,1,0,0,0,9,1,0,3,1,1,1,2,3,3,1,0,1,3,9,0,5,2,0,0
3754,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,1,4,3,1,0
3752,3,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,2,3,1,1,0,1,1,1,3,4,0,0
2395,3,2,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,1,4,9,0,5,1,1,1
3607,0,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,3,0,1,1,1,0,0,1,5,1,0
3683,0,1,0,0,1,1,0,0,0,0,0,1,0,3,1,1,1,2,2,3,1,1,1,1,0,0,3,5,0,0
3625,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,0,3,9,0,2,5,0,1
3512,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,3,1,1,1,1,0,0,3,5,1,0
2901,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,3,1,1,1,1,0,0,4,2,0,0
3401,0,1,1,0,1,0,0,0,0,0,9,1,1,1,1,1,1,3,2,3,1,1,1,4,9,0,1,5,0,0
3201,3,3,0,0,1,1,0,1,0,1,9,0,0,2,1,1,1,1,2,3,1,1,0,2,9,0,1,3,1,0
2446,2,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,1,3,1,1,1,3,9,1,3,2,0,0
3694,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,3,1,1,1,1,0,0,3,3,0,0
3750,1,2,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,4,2,3,1,0,1,1,0,0,4,3,0,0
3734,3,3,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,3,2,3,1,1,0,1,0,0,3,3,0,0
2371,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,3,0,1,0,4,9,0,2,2,0,0
2865,0,2,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,3,2,3,1,0,1,1,0,0,4,2,0,0
3320,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,2,3,1,1,1,1,0,1,3,4,0,1
2877,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,0,1,0,0,4,3,0,0
2902,3,2,1,0,0,0,0,0,0,0,9,0,1,1,1,1,1,3,1,3,1,1,1,4,9,1,2,4,0,0
2978,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,1,4,9,0,2,3,0,0
2690,3,2,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,3,4,0,0
3434,0,1,0,0,0,0,1,1,0,0,9,0,0,2,1,1,1,4,2,3,1,0,0,2,9,1,5,5,0,0
3166,1,1,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,2,1,3,1,1,1,1,0,1,4,4,0,0
3519,3,2,0,0,0,0,1,0,0,0,9,1,0,2,0,1,1,3,2,3,1,1,1,2,9,0,4,3,0,0
3361,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,1,3,3,0,0
2485,3,1,1,0,0,0,0,0,1,0,9,1,1,2,1,1,1,3,2,3,1,1,1,3,9,0,3,1,1,0
2868,2,3,1,1,1,0,0,1,0,0,9,1,0,1,1,1,1,1,2,3,1,0,1,2,9,0,4,4,0,0
3007,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,4,2,3,1,0,1,1,0,0,3,2,0,0
2999,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,4,4,0,0
2619,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,1,1,4,9,0,2,3,0,0
2926,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,1,1,1,0,0,3,2,0,1
2529,3,2,1,0,0,0,0,0,0,0,9,1,1,1,0,0,0,4,1,3,0,1,1,3,9,0,5,1,0,0
3622,0,1,0,0,1,1,1,0,0,0,9,0,0,1,1,0,1,3,2,3,0,1,1,2,9,1,4,3,0,0
3090,1,3,0,0,0,0,0,0,1,0,9,1,0,2,1,1,0,2,2,3,1,1,1,4,9,0,1,2,0,0
3716,3,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,3,1,3,1,1,1,2,9,0,3,3,0,0
3744,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,2,0,0
2590,3,3,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,2,3,3,1,1,1,3,1,0,2,4,1,0
2560,3,3,1,1,0,0,0,0,1,0,9,1,0,1,1,1,1,2,2,3,1,1,0,4,9,1,5,1,0,0
3783,3,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2,1,3,1,1,0,4,0,0,1,4,0,0
3786,2,1,1,1,1,0,0,0,0,0,9,1,0,2,1,1,1,1,3,3,1,0,1,2,9,0,4,3,0,0
3781,3,3,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,2,3,1,1,0,1,0,0,4,2,0,1
3708,1,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,2,3,1,1,0,1,0,0,3,4,0,0
3400,3,1,0,0,1,1,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,1,3,9,0,4,3,0,0
3321,1,3,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,1,3,1,1,1,2,9,0,4,4,0,0
3511,3,1,0,0,0,0,0,1,1,0,9,0,0,2,1,1,1,4,1,3,1,1,1,2,9,1,1,1,0,0
2832,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,3,1,1,1,1,0,0,2,5,0,0
3738,3,2,0,1,1,0,0,1,0,1,0,1,0,2,0,1,1,3,2,3,0,1,0,4,0,1,1,3,0,0
2921,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,3,1,1,1,1,0,0,5,5,0,0
2844,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,3,1,1,0,1,0,0,5,4,0,0
2707,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,1,2,3,1,1,1,2,9,0,3,2,1,0
3122,3,3,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,2,9,0,4,2,0,0
2542,3,2,1,1,1,1,0,0,0,0,9,1,0,3,1,1,1,2,3,3,1,0,1,4,9,0,1,1,0,0
3576,3,3,1,0,0,0,0,0,0,0,9,1,1,2,0,1,1,3,3,3,1,1,0,4,9,0,2,3,0,0
3678,2,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,3,1,1,1,1,1,1,3,4,0,0
3191,0,1,0,0,0,0,1,0,1,0,9,0,0,2,1,1,1,2,1,3,1,0,0,2,9,0,3,5,0,0
3142,0,2,0,0,1,0,1,0,1,0,0,1,0,3,1,1,1,3,2,3,1,0,0,1,0,0,3,5,0,0
3714,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,3,1,1,1,1,0,1,3,2,0,1
3056,1,2,1,0,0,0,1,0,0,1,9,0,0,2,1,1,0,2,1,3,1,1,1,4,9,0,2,3,1,0
2691,3,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,1,3,1,1,0,2,9,0,3,3,0,0
2764,0,3,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,2,3,0,0,0,4,9,0,2,4,0,0
2469,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,4,9,0,5,1,0,0
3650,1,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,3,2,3,1,0,0,1,0,1,3,4,0,0
3242,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,1,1,1,1,1,0,3,5,0,1
2886,1,2,1,1,1,1,1,0,0,0,9,1,0,3,1,1,1,2,3,3,1,0,0,2,9,0,2,5,0,0
3332,2,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,1,3,1,1,0,3,9,0,1,3,0,0
3110,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,3,1,1,0,1,0,1,2,4,1,0
2854,3,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,3,2,3,1,1,0,1,0,0,3,4,1,0
3371,2,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,4,3,3,1,0,0,1,0,0,4,2,0,0
3149,2,1,0,0,0,1,1,0,0,1,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,0,3,2,0,0
