,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
1970,0,1,0,0,0,1,0,0,0,0,9,1,0,2,1,1,1,1,2,2,1,1,0,3,9,0,2,2,0,0
1483,0,2,1,0,0,0,0,0,1,0,9,1,1,3,1,1,1,2,2,2,1,1,1,3,9,0,2,1,0,0
2202,1,2,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,2,2,1,0,1,2,1,0,3,4,0,0
1669,0,1,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,2,2,2,0,1,0,3,9,0,2,2,1,0
2293,1,1,0,0,0,1,1,0,0,0,9,0,0,1,1,1,1,1,2,2,1,1,1,4,9,0,2,5,0,0
1796,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,1,1,1,1,0,0,3,4,0,0
1624,1,2,0,0,0,0,0,0,1,1,9,1,0,1,1,1,1,1,2,2,1,0,0,3,9,0,3,2,0,0
1471,1,1,0,0,0,0,0,0,1,0,9,0,0,3,1,1,1,3,3,2,1,0,0,4,9,0,5,1,0,0
2310,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,2,1,0,1,4,1,0,2,4,0,0
2179,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,2,0,1,1,4,1,0,5,5,0,0
2284,2,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,4,2,2,1,0,1,1,0,0,3,3,0,0
1530,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,2,2,0,1,0,4,9,0,5,5,0,0
1646,2,3,1,0,1,0,0,0,0,1,9,1,0,2,0,0,0,1,2,2,0,1,1,4,9,0,5,5,0,0
2078,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,2,1,1,1,2,1,0,3,1,0,1
1436,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,4,2,2,0,1,1,3,9,0,5,2,0,0
2145,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,3,2,1,1,1,2,1,0,3,3,0,0
1602,0,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,2,3,2,1,1,1,3,9,0,3,4,0,0
2115,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,5,5,0,0
2158,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,4,2,2,1,1,1,1,0,0,1,5,0,1
2040,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,2,1,0,1,1,0,0,1,4,0,0
2172,1,3,0,0,0,0,1,0,1,1,9,1,0,1,0,0,1,4,2,2,0,1,1,3,9,0,3,3,0,0
1612,0,2,0,1,0,1,1,1,0,1,1,0,0,2,1,1,1,2,2,2,1,1,1,2,1,0,3,1,0,0
2058,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,2,1,2,1,1,1,1,0,0,3,5,0,1
1912,2,1,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,3,2,2,1,1,1,4,1,0,2,3,0,0
2325,1,1,0,0,1,1,1,1,0,1,0,0,0,3,1,1,1,2,3,2,0,0,1,1,0,0,3,4,0,0
1673,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,2,2,0,1,1,1,0,0,5,4,0,0
1877,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,2,3,2,1,0,0,4,1,0,2,4,0,0
1535,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,3,2,2,1,1,1,1,0,0,3,4,0,0
1793,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,1,2,1,0,2,4,0,0
1753,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,4,1,0,1,5,0,0
2022,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,0,0,0,2,1,0,2,2,0,0
2085,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,3,2,2,1,1,1,1,0,0,3,4,0,0
1758,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,1,4,1,0,2,5,0,0
2083,0,2,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1,2,2,0,1,1,4,1,1,2,2,0,1
1581,0,1,0,0,0,1,0,0,1,0,9,1,0,3,1,1,1,3,3,2,1,0,1,3,9,0,5,1,0,0
1574,2,1,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,4,3,2,1,1,1,3,9,0,1,2,0,0
2350,0,2,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,2,2,1,0,0,4,1,0,2,5,0,0
1447,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,2,1,1,1,2,1,0,2,2,0,0
1435,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,2,0,1,1,4,9,0,5,5,0,0
1493,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,2,1,1,1,2,1,0,3,3,0,0
1805,0,2,1,0,1,0,1,0,0,0,9,1,1,1,0,0,0,4,3,2,0,0,0,3,9,0,1,2,0,0
2317,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,0,1,2,2,2,1,1,0,3,9,0,5,1,0,0
1458,2,3,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,2,2,1,1,1,4,1,0,2,2,0,0
1622,1,1,0,1,0,0,0,0,1,0,0,1,0,2,1,1,1,2,2,2,1,1,1,2,1,0,2,2,0,0
2020,0,2,0,0,0,0,0,0,0,0,9,1,0,2,1,0,0,4,3,2,1,1,1,3,9,0,2,2,0,1
1537,1,2,0,0,0,0,1,0,1,0,0,1,0,2,1,1,1,3,3,2,1,1,0,4,1,0,3,1,0,0
1981,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,1,3,2,2,1,1,1,1,0,0,3,5,0,0
2005,0,1,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,2,2,2,0,1,0,3,9,1,5,1,1,1
1642,0,1,1,0,0,0,0,0,0,1,9,1,0,2,1,1,1,2,2,2,1,1,0,4,9,0,1,4,0,0
2157,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,2,1,2,1,1,1,3,9,0,5,4,0,0
2223,2,2,1,0,0,1,0,0,0,0,9,1,0,1,1,1,1,1,2,2,1,1,1,3,9,0,1,4,1,0
1619,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,2,2,1,1,0,2,1,0,2,3,1,0
1465,2,2,0,0,0,1,1,0,0,1,1,1,0,2,1,1,1,3,3,2,1,1,0,2,1,0,3,2,0,1
2343,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,2,1,0,1,1,0,0,3,5,0,0
1648,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,2,1,0,1,1,0,0,2,4,0,0
1939,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3,3,2,1,1,1,4,1,0,2,2,0,0
1621,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,1,1,1,2,1,0,3,4,0,0
2069,2,1,1,0,1,1,0,0,1,1,9,0,1,2,1,1,1,4,1,2,1,0,1,3,9,0,5,5,1,0
1434,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,1,2,0,1,1,3,9,0,1,2,0,0
1795,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,2,1,1,1,2,1,0,1,5,0,0
1689,0,1,0,0,0,0,1,0,0,0,9,1,0,1,0,0,0,4,2,2,0,0,1,4,9,0,1,2,0,0
2099,1,2,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,3,2,2,1,1,1,2,1,0,3,2,0,0
2156,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,2,1,1,1,2,1,0,3,2,0,0
2340,1,2,0,0,0,1,1,1,0,0,0,1,0,2,1,1,1,1,3,2,1,1,1,1,1,0,2,5,0,0
1475,2,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,2,2,1,0,1,3,9,0,2,2,0,0
2053,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,2,1,0,1,4,1,0,2,5,1,1
1778,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,2,1,1,3,5,0,0
1991,0,1,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,1,3,2,0,1,1,3,9,0,3,2,0,0
1831,2,2,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,2,2,1,1,1,4,1,0,5,2,0,0
1630,0,2,1,0,0,1,1,0,1,0,1,1,0,2,1,1,1,3,3,2,1,0,0,2,1,0,3,3,0,0
2181,2,3,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,4,2,2,0,1,1,1,0,0,2,3,0,0
2222,0,1,1,0,0,1,1,0,0,1,1,0,0,2,1,0,0,4,2,2,1,1,0,2,1,0,5,4,0,0
2004,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,2,2,0,1,1,2,1,0,5,1,0,1
2344,0,3,1,0,0,0,0,0,0,1,9,1,0,2,1,1,1,2,2,2,1,1,1,4,9,0,5,1,0,0
1533,2,1,1,0,1,0,0,0,0,0,1,1,1,3,1,0,1,3,3,2,0,1,0,2,1,0,3,4,0,0
1454,0,2,0,0,0,1,1,0,0,1,0,1,0,2,1,1,1,4,2,2,1,0,1,4,1,0,5,5,0,0
1941,2,3,0,1,1,0,1,1,1,0,9,1,0,2,1,1,1,3,2,2,1,1,0,3,9,0,2,1,0,0
2315,1,1,0,0,0,0,0,0,1,0,9,0,0,1,1,1,1,1,1,2,1,1,1,3,9,0,2,2,0,0
2209,2,2,1,1,0,1,1,0,0,1,1,1,0,2,1,1,1,4,2,2,1,1,1,1,0,0,5,4,0,1
2028,1,2,0,0,0,1,0,0,0,1,0,0,0,3,0,1,1,3,2,2,1,0,0,2,1,0,3,2,1,1
1728,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,2,0,0,1,4,9,0,2,2,0,0
1874,1,1,0,0,1,1,1,0,0,1,9,1,0,3,1,1,1,4,2,2,1,1,1,3,9,0,5,3,0,0
2260,2,2,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,3,2,2,1,1,0,1,0,0,3,3,1,1
1851,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4,2,2,1,1,1,2,1,0,3,3,0,0
1412,1,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,4,1,2,0,1,1,4,1,0,5,5,0,0
2070,2,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,2,2,2,1,0,0,2,1,0,2,5,0,0
2259,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,3,2,0,0,1,4,0,0,2,5,0,0
1667,0,1,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,4,2,2,0,1,1,3,9,0,5,2,0,0
1555,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,3,3,2,1,1,1,1,0,0,3,3,0,0
1523,2,3,1,0,0,1,1,0,1,1,1,0,0,2,0,1,1,2,2,2,1,0,0,4,1,0,2,2,0,0
1887,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,2,0,0,0,4,1,0,2,4,0,0
1966,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,3,2,0,1,1,2,1,0,3,2,0,0
1653,1,1,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,1,2,2,1,1,1,4,9,0,5,4,0,0
1446,1,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,4,2,2,0,1,1,2,1,0,2,2,1,0
2056,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,2,2,0,1,1,4,1,0,2,3,0,0
1883,0,2,0,0,1,1,0,0,0,0,9,0,0,3,0,1,1,3,3,2,1,0,1,3,9,0,2,2,0,0
1765,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,2,1,1,0,1,1,0,3,5,0,0
1526,2,1,0,1,1,1,1,0,1,1,9,0,0,2,1,1,1,1,2,2,1,1,0,3,9,0,3,4,1,0
1427,2,3,1,0,0,1,1,0,1,1,9,1,0,2,1,1,1,4,2,2,1,0,1,3,9,0,5,1,1,0
1986,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,3,2,0,1,0,4,1,0,1,5,0,0
2249,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,2,1,1,1,4,9,0,5,1,0,0
2363,1,2,1,0,0,1,0,0,0,1,9,1,0,2,1,1,1,3,3,2,1,1,1,3,9,0,2,3,1,0
2298,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,2,1,0,1,1,0,1,3,4,1,0
1480,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,1,1,1,2,1,0,3,5,0,0
1542,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,2,1,1,1,4,1,0,2,5,0,0
2187,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,3,2,1,1,0,4,1,0,1,4,0,1
1608,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4,1,2,1,1,1,4,0,0,2,5,0,0
1684,0,1,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,2,2,2,0,1,1,3,9,0,5,1,0,0
2041,1,2,0,0,0,1,1,0,0,0,9,0,0,2,1,1,1,1,2,2,1,1,1,3,9,0,1,3,0,0
2135,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,4,2,2,1,1,1,2,1,0,2,4,0,0
2132,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,1,2,1,1,1,4,1,0,2,3,0,0
2061,2,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,2,2,0,0,0,2,1,0,3,2,0,1
1512,2,1,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,1,3,2,1,0,1,3,9,0,3,3,0,0
1565,1,2,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,2,2,2,0,1,1,2,1,0,2,3,0,0
1938,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2,2,0,1,1,1,0,0,3,3,0,0
1663,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,3,2,1,1,0,1,1,0,5,5,0,0
1857,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,3,2,2,1,1,1,1,0,0,3,3,0,0
1700,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,2,2,0,0,1,4,9,0,5,3,0,0
1466,1,2,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,3,2,2,1,1,1,2,1,0,3,4,0,0
1839,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,4,3,2,1,1,1,3,9,0,2,3,0,0
1546,0,1,1,0,0,0,0,0,0,0,9,1,0,1,1,1,1,1,2,2,1,1,1,3,9,0,2,3,0,0
2357,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,4,1,2,1,1,0,1,0,0,3,2,0,0
2297,2,1,1,0,0,0,0,0,0,0,9,0,0,3,1,1,1,1,2,2,1,1,1,3,9,0,2,1,0,0
2055,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,2,2,2,1,0,1,4,1,0,2,4,0,0
1514,2,3,0,1,1,1,1,1,1,0,0,1,0,2,1,1,1,2,2,2,1,1,1,2,1,0,3,1,1,0
1755,0,1,0,0,0,0,1,0,0,0,9,1,0,2,0,0,0,2,2,2,0,1,0,3,9,0,2,4,0,0
1811,0,1,1,0,1,0,1,0,0,1,0,1,0,3,1,1,1,2,3,2,1,1,1,1,0,0,2,4,0,0
1863,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,2,0,1,1,2,1,0,5,1,0,0
2033,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,4,2,2,0,1,1,4,1,0,2,2,0,0
1735,0,2,0,0,0,0,0,0,1,0,9,1,0,2,0,0,0,3,1,2,0,1,0,3,9,0,3,3,0,0
1802,1,3,1,0,1,1,1,1,1,1,0,1,0,2,0,0,0,1,2,2,0,1,1,1,0,0,3,4,0,0
1846,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,2,0,1,1,1,0,0,2,4,0,0
1607,0,2,0,0,0,0,0,1,0,0,9,1,0,2,1,1,1,1,2,2,1,0,1,4,9,0,2,5,0,0
1925,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,2,1,1,1,2,1,0,3,3,0,1
1482,1,1,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,2,3,2,1,1,1,1,0,0,2,5,0,0
1822,0,1,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,4,3,2,0,0,1,3,9,0,2,2,0,0
1510,0,2,0,0,0,0,0,1,1,1,9,0,0,2,0,0,0,2,3,2,0,1,1,3,9,0,2,1,0,0
2254,1,2,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,2,2,2,0,0,1,1,0,0,5,5,0,0
2183,0,2,0,1,0,1,1,0,0,1,0,1,0,2,1,1,1,4,2,2,1,0,0,1,0,0,3,2,0,0
1455,0,2,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,1,2,2,1,1,0,3,9,0,2,3,0,0
2149,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,2,1,1,0,2,1,0,2,5,0,0
2295,2,2,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,4,2,2,1,1,1,1,1,0,2,3,0,0
1449,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,2,2,1,0,0,2,1,0,3,2,0,0
1820,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,2,1,1,1,2,1,0,3,1,0,0
1464,1,1,1,0,0,0,0,0,1,1,0,1,1,2,1,1,1,1,2,2,1,1,0,2,1,0,3,4,0,0
2080,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,2,1,0,1,1,0,0,2,2,0,0
1803,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,2,0,1,1,2,1,1,3,2,1,0
1507,1,2,0,0,1,1,0,0,0,0,9,1,0,1,1,1,1,3,2,2,1,1,0,3,9,0,3,2,0,0
2120,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,2,1,1,1,4,9,0,2,3,0,0
2124,1,2,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,3,2,2,0,1,1,2,1,0,3,4,1,1
1422,1,2,1,0,0,1,1,0,0,1,1,1,0,2,1,1,1,4,2,2,1,1,1,2,1,0,3,2,0,0
1578,1,1,0,0,0,1,1,1,0,1,9,1,0,3,1,1,1,3,3,2,1,1,0,3,9,0,2,3,0,0
1473,2,1,0,0,0,0,1,0,1,1,9,1,0,3,0,0,1,4,2,2,0,0,0,4,9,0,5,2,0,0
2291,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,1,1,4,0,0,2,5,0,0
2012,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,2,1,0,0,2,1,0,3,2,0,0
1397,0,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,2,2,2,1,0,0,4,9,0,2,2,0,0
1398,0,1,0,0,0,0,1,0,1,0,9,1,0,2,1,1,1,2,2,2,1,0,1,3,9,0,5,4,0,0
2354,0,1,0,0,0,1,1,0,0,0,9,1,0,1,0,0,0,2,3,2,0,0,1,3,9,0,2,3,0,0
2037,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,3,2,2,0,1,0,3,9,0,5,1,1,1
1638,0,2,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,4,2,2,0,1,1,1,1,0,3,2,0,0
1426,0,1,0,0,0,0,1,0,1,1,0,1,0,3,1,1,1,4,2,2,1,0,1,1,0,0,2,4,0,0
1833,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3,2,2,1,1,1,1,0,0,2,4,0,0
2201,2,3,0,0,1,0,1,0,1,1,1,1,0,2,0,0,0,4,3,2,0,0,0,2,1,0,2,2,0,0
1858,0,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,1,0,0,3,2,0,0
1901,1,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2,2,0,0,1,1,0,0,3,2,0,0
2166,1,3,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,4,2,2,0,1,1,4,1,0,3,2,0,0
1486,1,2,0,0,0,0,1,0,0,0,1,1,0,2,1,1,1,3,3,2,1,1,1,1,0,0,3,1,0,0
2212,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,3,2,1,1,1,2,1,1,3,1,0,0
2128,1,3,0,0,0,0,0,0,0,0,9,0,0,1,1,1,1,4,2,2,1,0,1,4,9,1,5,2,0,1
2057,1,2,1,0,0,0,0,0,0,0,9,1,0,1,0,0,1,2,1,2,0,1,1,4,9,0,2,5,0,0
1892,1,2,0,0,0,1,1,0,1,0,9,1,0,1,1,1,1,2,2,2,1,1,1,3,9,0,3,2,0,0
1675,0,1,0,0,0,0,0,0,1,1,9,0,0,2,1,1,1,2,2,2,1,1,1,3,9,1,5,5,0,1
2323,2,1,0,0,1,1,1,0,0,1,0,1,0,2,1,1,1,2,3,2,1,1,1,2,1,0,2,2,0,0
2244,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,1,1,1,4,0,0,2,4,1,1
1467,1,2,1,0,0,0,0,0,0,1,0,1,0,2,1,1,1,3,2,2,1,1,0,4,1,0,2,3,0,0
1626,2,1,0,1,0,1,1,0,0,0,0,1,0,3,0,0,0,3,2,2,0,0,0,4,1,0,2,3,0,0
1549,2,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,4,2,2,1,1,1,2,1,0,2,4,0,0
1443,1,2,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,1,2,2,1,1,1,3,9,0,2,2,0,0
2206,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,2,1,1,1,3,9,0,3,2,0,0
2067,0,1,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,4,2,2,0,1,0,3,9,0,3,3,0,0
1996,2,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,3,2,1,0,1,2,1,0,5,2,0,0
2300,1,2,1,0,1,0,0,0,0,0,9,1,1,2,1,0,0,4,2,2,1,1,1,3,9,0,3,2,0,0
1595,0,3,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,2,2,0,1,1,3,9,0,2,3,0,0
2362,0,2,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,4,1,2,1,1,1,2,1,0,3,2,0,0
1589,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,1,1,1,2,1,0,5,5,1,0
1391,0,3,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,4,2,2,1,0,1,2,1,0,2,3,0,0
2140,1,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,1,4,2,2,1,0,0,2,1,0,2,3,0,1
1611,1,2,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,1,1,2,1,1,1,1,0,0,2,4,0,0
1660,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,3,2,1,1,1,4,1,0,2,4,0,0
2245,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,2,1,1,1,1,0,0,3,3,0,0
2096,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,1,1,1,1,0,0,2,4,0,1
1579,1,2,0,0,1,0,1,0,1,1,0,1,0,3,1,1,1,2,3,2,1,1,1,1,0,0,3,3,0,0
1881,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,2,2,0,1,0,1,0,0,3,3,0,0
2311,0,2,1,0,1,1,1,0,0,1,0,0,0,2,1,1,1,2,2,2,1,0,0,2,1,0,3,4,1,0
1899,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,2,1,0,1,1,0,0,2,3,0,0
2065,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,2,1,0,1,2,1,0,3,3,0,0
1647,0,2,0,0,1,1,0,0,1,1,0,0,0,3,1,1,1,4,1,2,1,0,0,2,1,0,2,2,0,0
1929,1,2,1,0,1,0,1,0,0,0,0,1,0,3,1,1,1,4,3,2,1,1,1,4,1,0,2,1,0,0
2276,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,0,0
2075,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,2,2,1,0,1,2,1,0,2,3,0,0
2198,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,2,0,1,1,1,0,0,2,5,0,0
1406,1,3,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,2,2,2,0,1,1,4,1,1,2,5,0,0
2062,2,2,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,4,2,2,1,0,0,2,1,0,3,3,0,1
1949,0,2,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,4,2,2,1,1,1,4,9,0,5,3,0,0
2238,0,2,0,0,1,1,1,0,0,0,0,0,0,2,0,1,1,4,2,2,1,1,1,1,0,0,2,3,0,0
2000,0,1,1,0,0,0,0,0,0,0,9,1,1,2,0,0,0,4,3,2,0,1,1,4,9,0,2,4,0,0
1944,0,1,1,0,0,0,0,0,0,0,9,1,1,2,1,1,1,4,2,2,1,1,1,4,9,0,2,4,0,0
1681,1,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,4,3,2,0,1,1,1,0,0,2,5,0,0
1505,1,1,0,0,1,1,1,0,0,0,9,1,0,2,1,1,1,3,2,2,1,0,0,3,9,0,5,1,1,0
1407,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,2,0,0,0,4,9,0,1,1,0,0
2077,1,1,0,0,0,0,0,0,0,1,9,1,0,2,1,1,1,3,2,2,1,0,0,3,9,0,5,1,0,0
1988,2,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,0,1
1752,2,3,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4,3,2,0,1,1,4,1,0,2,1,0,0
1848,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3,2,2,1,1,1,1,0,0,3,4,0,1
2279,0,1,1,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,2,1,1,1,4,9,0,5,1,0,0
1741,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4,2,2,0,1,0,2,1,0,3,2,0,0
1955,1,2,0,0,0,0,0,0,0,1,9,0,0,2,1,1,1,4,2,2,1,1,1,3,9,0,2,3,0,1
2308,2,3,1,1,1,0,1,0,0,1,0,0,1,2,1,1,1,3,3,2,1,1,1,1,0,0,3,3,0,0
2008,2,3,1,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,2,2,1,1,1,2,1,0,3,2,0,0
